Engine Capacity (liters),Cylinders,Drive Type,Fuel Tank Capacity (liters),Fuel Economy (L/100 Km),Fuel Type,Horsepower (bhp),Torque (Nm),Transmission,Top Speed (Km/h),Seating Capacity,Acceleration 0-100 Km/h (sec),Length (meters),Width (meters),Height (meters),Wheelbase (meters),Trunk Capacity (liters),name,price,currency
2.0,4,Front Wheel Drive,55,6.7,Petrol,254,350,Automatic,230,5 Seater,6.8,4.963,2.019,1.443,2.941,382,Volvo S90 2021 T5 FWD Momentum,"179,900",QAR
2.0,4,Rear Wheel Drive,50,5.9,Petrol,211,350,Automatic,240,4 Seater,6.8,4.686,1.810,1.405,2.840,400,Mercedes-Benz C-Class Coupe 2021 C 250,"194,000",QAR
2.0,4,Rear Wheel Drive,52,5.9,Petrol,184,270,Automatic,230,4 Seater,7.2,4.432,1.984,1.418,2.690,390,BMW 2 Series Coupe 2021 220i,"194,000",QAR
3.5,6,All Wheel Drive,74,10.2,Petrol,295,350,Automatic,195,7 Seater,7.9,5.094,1.960,1.722,2.900,447,Infiniti QX60 2021 3.5L Luxe Sensory ,"212,000",QAR
2.0,4,All Wheel Drive,60,9.8,Petrol,235,350,Automatic,200,5 Seater,7.2,4.630,1.845,1.630,2.660,500,Lexus NX 2021 300 Platinum,"194,000",QAR
2.0,N/A,Rear Wheel Drive,70,6.8,Petrol,184,270,Automatic,235,5 Seater,7.9,4.907,2.102,1.462,2.968,520,BMW 5 Series 2021 520i,"195,000",QAR
4.0,6,All Wheel Drive,150,13.0,Petrol,271,381,Automatic,200,7 Seater,9.0,4.990,1.885,1.889,2.790,742,Toyota Land Cruiser Prado 2021 4.0L VXL,"195,000",QAR
2.0,4,All Wheel Drive,55,6.4,Petrol,230,370,Automatic,250,2 Seater,5.3,4.177,1.966,1.353,2.505,305,Audi TT 2021 45 TFSI quattro (230 HP),"195,000",QAR
2.0,4,All Wheel Drive,55,6.4,Petrol,230,370,Automatic,250,2 Seater,5.3,4.177,1.966,1.353,2.505,305,Audi TT 2021 45 TFSI quattro (230 HP),"195,000",QAR
5.7,8,All Wheel Drive,93,13.8,Petrol,360,520,Automatic,215,7 Seater,7.9,5.110,1.925,1.847,3.043,487,Dodge Durango 2021 5.7L R/T (AWD),"185,900",QAR
5.7,8,All Wheel Drive,93,13.0,Petrol,350,520,Automatic,225,5 Seater,7.3,4.828,1.943,1.792,2.916,782,Jeep Grand Cherokee 2021 5.7L Overland, TBD ,Null
2.0,4,Front Wheel Drive,50,6.0,Petrol,230,370,Automatic,250,2 Seater,6.2,4.177,1.966,1.355,2.505,280,Audi TT Roadster 2021 45 TFSI (230 HP),"196,000",QAR
2.0,4,Rear Wheel Drive,60,6.2,Petrol,245,370,Automatic,250,2 Seater,5.8,4.133,1.810,1.301,2.430,335,Mercedes-Benz SLC 2021 300,"196,600",QAR
1.8,4,Front Wheel Drive,63,6.2,Petrol,170,320,Automatic,213,4 Seater,8.9,4.626,2.020,1.383,2.751,380,Audi A5 Cabriolet 2021 35 TFSI (170 HP),"197,000",QAR
6.6,8,All Wheel Drive,136,16.8,Petrol,401,629,Automatic,180,6 Seater,9.0,6.352,2.079,2.027,4.037,1727,Chevrolet Silverado 2021 6.6L LT (Heavy Duty),"139,000",QAR
2.0,4,All Wheel Drive,68.5,8.0,Petrol,240,340,Automatic,200,5 Seater,7.6,4.599,2.069,1.724,2.741,981,Land Rover Discovery Sport 2021 2.0T HSE (AWD),"220,100",QAR
3.6,6,All Wheel Drive,83,9.6,Petrol,310,366,Automatic,210,7 Seater,7.0,4.917,1.915,1.676,2.858,362,GMC Acadia Denali 2021 3.6L V6 (AWD),"177,100",QAR
2.0,4,Front Wheel Drive,51,6.0,Petrol,231,350,Automatic,238,5 Seater,6.6,4.342,2.038,1.586,2.670,468,BMW 2 Series Active Tourer 2021 225i,"199,000",QAR
2.0,N/A,Rear Wheel Drive,50,6.6,Petrol,204,300,Automatic,235,4 Seater,7.8,4.686,1.810,1.409,2.840,360,Mercedes-Benz C Class Cabriolet 2021 C 200 Cabriolet,"199,500",QAR
1.8,4,Rear Wheel Drive,60,7.3,Petrol,204,310,Automatic,244,2 Seater,6.5,4.134,2.006,1.301,2.430,335,Mercedes-Benz SLK-Class 2021 SLK 300,"200,000",QAR
2.0,4,All Wheel Drive,60,7.9,Petrol,306,450,Automatic,260,5 Seater,4.9,4.299,1.822,1.557,2.670,450,Mini Countryman 2021 John Cooper Works ALL4,"219,000",QAR
2.0,N/A,Rear Wheel Drive,67,7.1,Petrol,184,270,Automatic,210,5 Seater,8.2,4.648,2.098,1.661,2.810,550,BMW X3 2021 sDrive 20i,"203,000",QAR
2.0,N/A,Rear Wheel Drive,66,6.8,Petrol,258,370,Automatic,250,4 Seater,5.9,4.686,1.810,1.405,2.840,400,Mercedes-Benz C-Class Coupe 2021 C 300,"203,000",QAR
2.0,N/A,Rear Wheel Drive,66,6.8,Petrol,258,370,Automatic,250,4 Seater,5.9,4.686,1.810,1.405,2.840,400,Mercedes-Benz C-Class Coupe 2021 C 300,"203,000",QAR
2.0,4,Rear Wheel Drive,60,5.8,Petrol,258,400,Automatic,250,5 Seater,5.8,4.709,1.827,1.442,2.851,480,BMW 3 Series 2021 330i,"203,000",QAR
3.5,N/A,All Wheel Drive,127,17.0,Petrol,365,570,Automatic,160,8 Seater,9.5,5.621,2.332,1.989,3.327,2421,Ford Expedition EL 2021 3.5L EcoBoost XLT,"250,000",QAR
2.0,N/A,All Wheel Drive,60,7.9,Petrol,235,350,Automatic,200,5 Seater,7.1,4.630,1.844,1.646,2.660,500,Lexus NX 2021 200t Platinum,"203,000",QAR
5.3,8,All Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L LT 4WD, TBD ,Null
2.0,N/A,Rear Wheel Drive,55,6.1,Petrol,197,320,Automatic,240,2 Seater,6.6,4.324,1.864,1.304,2.470,281,BMW Z4 Roadster 2021 sDrive20i,"204,000",QAR
3.5,6,Rear Wheel Drive,80,10.7,Petrol,314,375,Automatic,230,4 Seater,5.9,4.694,1.839,1.395,2.731,295,Lexus RC 2021 350 Platinum,"210,000",QAR
5.3,N/A,All Wheel Drive,136,13.4,Petrol,355,518,Automatic,180,6 Seater,7.8,6.128 ,2.063,1.915,3.987,1727,Chevrolet Silverado 2021 5.3 V8 RST,"138,600",QAR
2.0,4,All Wheel Drive,55,6.7,Petrol,230,370,Automatic,250,2 Seater,5.6,4.177,1.966,1.355,2.505,280,Audi TT Roadster 2021 45 TFSI quattro (230 HP),"207,000",QAR
2.0,N/A,Rear Wheel Drive,50,6.3,Petrol,211,350,Automatic,250,5 Seater,6.9,4.923,1.852,1.468,2.939,540,Mercedes-Benz E-Class Saloon 2021 E 250,"208,000",QAR
3.5,6,Rear Wheel Drive,66,9.0,Petrol,311,375,Automatic,235,5 Seater,5.7,4.705,1.840,1.435,2.800,480,Lexus IS 2021 350 F-Sport Prestige,"220,000",QAR
3.5,N/A,All Wheel Drive,72,11.2,Petrol,275,348,Automatic,200,5 Seater,7.6,4.770,1.885,1.694,2.740,1132,Lexus RX 2021 350 Premier Plus,"208,000",QAR
2.0,4,Rear Wheel Drive,54,7.9,Petrol,300,380,Automatic,275,2 Seater,4.7,4.379,1.801,1.295,2.475,150,Porsche 718 2021 Cayman ,"223,300",QAR
3.0,6,All Wheel Drive,61,8.1,Petrol,272,400,Automatic,250,5 Seater,6.0,4.712,2.020,1.391,2.810,480,Audi A5 Sportback 2021 3.0L (272 HP),"208,000",QAR
3.0,6,All Wheel Drive,61,8.1,Petrol,272,400,Automatic,250,5 Seater,6.0,4.712,2.020,1.391,2.810,480,Audi A5 Sportback 2021 3.0L (272 HP),"208,000",QAR
2.7,6,Rear Wheel Drive,64,8.2,Petrol,275,290,Manual,266,2 Seater,5.7,4.380,1.801,1.294,2.475,425,Porsche Cayman 2021 Base,"208,000",QAR
3.5,6,Rear Wheel Drive,70,7.8,Petrol,350,536,Automatic,250,5 Seater,5.1,4.800,2.084,1.445,2.850,400,Infiniti Q50 2021 3.5L Hybrid Blue Sport,"230,000",QAR
3.5,6,Front Wheel Drive,70,10.0,Petrol,290,346,Automatic,173,7 Seater,9.0,5.037,2.095,1.777,2.866,595,Ford Explorer 2021 3.5L V6 LTD,"209,000",QAR
5.0,8,Rear Wheel Drive,60,12.3,Petrol,460,569,Automatic,240,4 Seater,4.7,4.783,2.080,1.382,2.720,382,Ford Mustang 2021 5.0L V8 Fastback GT,"209,000",QAR
2.0,4,All Wheel Drive,58,6.3,Petrol,252,370,Automatic,250,5 Seater,5.8,4.733,1.843,1.386,2.824,480,Audi A5 Sportback 2021 45 TFSI Design quattro (252 HP),"209,000",QAR
2.0,4,Rear Wheel Drive,50,6.8,Petrol,245,350,Automatic,250,4 Seater,6.1,4.432,1.984,1.413,2.690,280,BMW 2 Series Convertible 2021 228i,"209,000",QAR
3.5,N/A,All Wheel Drive,70,9.9,Petrol,365,474,Automatic,200,7 Seater,6.4,5.037,2.095,1.777,2.866,595,Ford Explorer 2021 3.5L V6 Sport EcoBoost,"235,000",QAR
2.0,4,All Wheel Drive,58,6.3,Petrol,252,370,Automatic,250,4 Seater,5.8,4.673,1.846,1.371,2.764,465,Audi A5 Coupe 2021 45 TFSI quattro Design (252 HP),"210,000",QAR
2.0,4,All Wheel Drive,58,6.3,Petrol,252,370,Automatic,250,4 Seater,5.8,4.673,1.846,1.371,2.764,465,Audi A5 Coupe 2021 45 TFSI quattro Sport (252 HP),"210,000",QAR
5.7,8,All Wheel Drive,100,15.2,Petrol,381,544,Automatic,180,8 Seater,7.2,5.210,2.030,1.955,3.100,456,Toyota Sequoia 2021 5.7L Platinum,"210,000",QAR
2.0,4,Rear Wheel Drive,50,4.6,Petrol,275,600,Automatic,209,5 Seater,6.2,4.686,1.810,1.442,2.840,335,Mercedes-Benz C-Class 2021 C 350 e,"210,000",QAR
6.2,8,Rear Wheel Drive,72,11.1,Petrol,455,614,Automatic,250,4 Seater,4.0,4.784,1.897,1.348,2.811,258,Chevrolet Camaro Coupe 2021 6.2L SS (A/T),"203,200",QAR
2.0,4,All Wheel Drive,66,7.3,Petrol,211,350,Automatic,222,5 Seater,7.3,4.732,1.890,1.602,2.873,500,Mercedes-Benz GLC Coupe 2021 250 4MATIC,"211,500",QAR
2.0,4,All Wheel Drive,66,7.3,Petrol,211,350,Automatic,222,5 Seater,7.3,4.732,1.890,1.602,2.873,500,Mercedes-Benz GLC Coupe 2021 250 4MATIC,"211,500",QAR
3.5,N/A,All Wheel Drive,72,9.0,Petrol,296,370,Automatic,200,5 Seater,7.7,4.890,1.895,1.690,2.790,553,Lexus RX 2021 350 Limited,"213,000",QAR
3.7,6,All Wheel Drive,90,10.8,Petrol,329,360,Automatic,230,5 Seater,6.3,4.865,1.925,1.680,2.885,702,Infiniti QX70 2021 3.7L Luxe Sensory ,"149,000",QAR
2.0,4,Rear Wheel Drive,66,6.3,Petrol,184,300,Automatic,235,4 Seater,8.2,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 200,"213,000",QAR
2.0,4,Rear Wheel Drive,66,6.3,Petrol,245,370,Automatic,250,4 Seater,6.6,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 300,"213,000",QAR
2.0,N/A,All Wheel Drive,61,6.6,Petrol,231,350,Automatic,235,5 Seater,6.5,4.439,2.060,1.612,2.670,505,BMW X1 2021 xDrive25i,"213,000",QAR
4.6,8,All Wheel Drive,87,13.8,Petrol,292,438,Automatic,177,7 Seater,8.2,4.880,1.885,1.845,2.790,104,Lexus GX 2021 460 Premier ,"250,000",QAR
2.0,4,Rear Wheel Drive,60,6.7,Petrol,245,350,Automatic,250,4 Seater,6.1,4.638,2.017,1.389,2.810,480,BMW 4 Series Gran Coupe 2021 428i,"213,000",QAR
2.0,4,All Wheel Drive,56,6.9,Petrol,381,475,Automatic,250,5 Seater,4.2,4.367,1.780,1.417,2.699,341,Mercedes-Benz A 45 AMG 2021 2.0T 4MATIC,"213,300",QAR
2.0,4,All Wheel Drive,73,7.3,Petrol,272,370,Automatic,237,5 Seater,6.3,4.753,1.893,1.659,2.808,550,Audi Q5 2021 45 TFSI quattro,"214,000",QAR
5.3,8,All Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L LT Z71, TBD ,Null
2.5,5,All Wheel Drive,55,8.1,Petrol,367,465,Automatic,250,5 Seater,4.3,4.343,1.800,1.411,2.631,340,Audi A3 Sportback 2021 RS3 (367 HP) quattro,"215,000",QAR
4.0,6,All Wheel Drive,140,11.8,Petrol,275,395,Automatic,200,8 Seater,11.5,5.165,1.995,1.940,3.075,550,Nissan Patrol 2021 4.0L SE T2,"230,000",QAR
3.0,6,All Wheel Drive,66,7.8,Petrol,333,480,Automatic,250,5 Seater,5.2,4.686,1.810,1.442,2.840,481,Mercedes-Benz C-Class 2021 C 400 4MATIC,"216,000",QAR
2.0,4,All Wheel Drive,58,6.5,Petrol,252,370,Automatic,250,4 Seater,6.3,4.673,1.846,1.383,2.765,320,Audi A5 Cabriolet 2021 45 TFSI Design quattro (252 HP),"216,000",QAR
2.0,4,Rear Wheel Drive,50,6.7,Petrol,184,300,Automatic,240,4 Seater,7.8,4.826,1.860,1.430,2.873,425,Mercedes-Benz E-Class Coupe 2021 E 200,"218,000",QAR
2.0,4,Rear Wheel Drive,50,6.7,Petrol,184,300,Automatic,240,4 Seater,7.8,4.826,1.860,1.430,2.873,425,Mercedes-Benz E-Class Coupe 2021 E 200,"218,000",QAR
2.0,N/A,All Wheel Drive,60,7.9,Petrol,235,350,Automatic,200,5 Seater,7.1,4.630,1.844,1.646,2.660,500,Lexus NX 2021 Platinum F Sport ,"218,000",QAR
2.0,4,Rear Wheel Drive,54,7.9,Petrol,300,380,Automatic,275,2 Seater,4.7,4.379,1.801,1.281,2.475,150,Porsche 718 2021 Boxster ,"235,100",QAR
2.0,4,Rear Wheel Drive,60,6.7,Petrol,245,350,Automatic,250,4 Seater,5.9,4.638,2.017,1.377,2.810,445,BMW 4 Series Coupe 2021 428i,"220,000",QAR
3.5,6,Rear Wheel Drive,59,7.0,Petrol,301,370,Automatic,250,4 Seater,6.0,4.590,2.009,1.391,2.760,331,Mercedes-Benz C-Class Coupe 2021 C 350,"220,000",QAR
5.3,N/A,Rear Wheel Drive,100,12.3,Petrol,355,383,Automatic,172,8 Seater,9.5,5.181,2.044,1.890,2.946,1461,Chevrolet Tahoe 2021 Premium 2WD, TBD ,Null
2.0,N/A,All Wheel Drive,67,7.3,Petrol,184,270,Automatic,210,5 Seater,8.2,4.648,2.098,1.661,2.810,550,BMW X3 2021 xDrive 20i,"222,000",QAR
2.0,N/A,All Wheel Drive,55,7.2,Petrol,320,400,Automatic,250,5 Seater,5.9,4.963,2.019,1.443,2.941,382,Volvo S90 2021 T6 AWD R Design,"229,900",QAR
2.0,4,Rear Wheel Drive,52,5.9,Petrol,252,350,Automatic,250,4 Seater,5.6,4.432,1.984,1.418,2.690,390,BMW 2 Series Coupe 2021 230i,"223,000",QAR
2.0,N/A,All Wheel Drive,66,7.7,Petrol,245,370,Automatic,235,5 Seater,6.5,4.656,1.890,1.639,2.873,550,Mercedes-Benz GLC-Class 2021 GLC 300 4MATIC,"225,000",QAR
1.8,4,Rear Wheel Drive,59,6.1,Petrol,211,350,Automatic,250,4 Seater,7.1,4.698,1.786,1.398,2.761,450,Mercedes-Benz E-Class Coupe 2021 E 250,"227,000",QAR
2.0,4,All Wheel Drive,63,7.4,Petrol,246,365,Automatic,217,5 Seater,6.8,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 2.0T Pure (250 PS),"180,500",QAR
2.0,4,All Wheel Drive,63,7.4,Petrol,246,365,Automatic,217,5 Seater,6.8,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 2.0T Prestige (250 PS),"195,700",QAR
2.0,4,All Wheel Drive,63,7.4,Petrol,246,365,Automatic,217,5 Seater,6.8,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 2.0T Portfolio (250 PS),"233,100",QAR
2.0,4,All Wheel Drive,63,7.4,Petrol,246,365,Automatic,217,5 Seater,6.8,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 2.0T R-Sport (250 PS),"205,800",QAR
2.0,4,All Wheel Drive,63,7.4,Petrol,246,365,Automatic,217,5 Seater,6.8,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 2.0T R-Sport (250 PS),"205,800",QAR
3.0,6,All Wheel Drive,63,8.9,Petrol,375,450,Automatic,250,5 Seater,5.5,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 S 3.0L V6 (380 PS),"292,800",QAR
5.0,8,All Wheel Drive,63,11.7,Petrol,550,680,Automatic,283,5 Seater,4.3,4.746,2.070,1.693,2.874,650,Jaguar F-Pace 2021 5.0L V8 SVR (550 PS),"370,600",QAR
2.0,N/A,Rear Wheel Drive,66,7.1,Petrol,258,370,Automatic,250,4 Seater,6.2,4.686,1.810,1.409,2.840,360,Mercedes-Benz C Class Cabriolet 2021 C 300 Cabriolet,"227,000",QAR
3.5,6,All Wheel Drive,72,9.0,Petrol,296,370,Automatic,200,5 Seater,7.7,4.890,1.895,1.690,2.790,553,Lexus RX 2021 350 Prestige,"228,000",QAR
3.5,6,Rear Wheel Drive,60,7.1,Petrol,306,370,Automatic,250,2 Seater,5.6,4.134,2.006,1.301,2.430,335,Mercedes-Benz SLK-Class 2021 SLK 350,"228,000",QAR
3.5,N/A,All Wheel Drive,127,17.0,Petrol,365,570,Automatic,160,8 Seater,9.5,5.621,2.332,1.989,3.327,2421,Ford Expedition EL 2021 3.5L EcoBoost Platinum ,"310,000",QAR
5.0,8,Rear Wheel Drive,60,12.3,Petrol,460,569,Automatic,240,4 Seater,4.7,4.783,2.080,1.382,2.720,382,Ford Mustang 2021 5.0L V8 Convertible GT Premium,"229,000",QAR
2.5,5,All Wheel Drive,64,6.7,Petrol,400,480,Automatic,280,5 Seater,4.5,4.507,1.851,1.557,2.681,530,Audi RS Q3 2021 2.5L TFSI quattro Sportback, TBD ,Null
5.3,8,All Wheel Drive,100,13.0,Petrol,355,383,Automatic,180,9 Seater,7.5,5.351,2.057,1.927,3.070,1461,Chevrolet Tahoe 2021 5.3L Premium  4WD , TBD ,Null
2.0,4,Rear Wheel Drive,55,6.1,Petrol,258,400,Automatic,250,2 Seater,5.4,4.324,1.864,1.304,2.470,310,BMW Z4 Roadster 2021 sDrive30i,"230,000",QAR
3.6,6,All Wheel Drive,82,10.0,Petrol,310,366,Automatic,210,5 Seater,7.5,4.813,1.905,1.676,2.857,849,Cadillac XT5 2021 3.6L AWD Sport,"231,000",QAR
6.2,8,All Wheel Drive,136,14.7,Petrol,420,624,Automatic,200,5 Seater,7.3,6.128,2.063,1.915,3.987,1727,Chevrolet Silverado 2021 6.2L V8 High Country ,"208,700",QAR
3.0,4,Rear Wheel Drive,50,8.5,Petrol,326,450,Automatic,250,4 Seater,5.2,4.432,1.984,1.413,2.690,280,BMW 2 Series Convertible 2021 m235i,"232,000",QAR
3.5,6,Rear Wheel Drive,66,9.8,Petrol,312,380,Automatic,238,5 Seater,5.9,4.850,1.840,1.455,2.850,521,Lexus GS 2021 350 Prestige,"220,000",QAR
3.5,6,Rear Wheel Drive,66,9.8,Petrol,312,380,Automatic,238,5 Seater,5.9,4.850,1.840,1.455,2.850,521,Lexus GS 2021 350 Prestige,"220,000",QAR
2.0,4,Rear Wheel Drive,60,7.0,Petrol,245,350,Automatic,250,4 Seater,6.4,4.638,2.017,1.377,2.810,370,BMW 4 Series Convertible 2021 428i,"233,000",QAR
3.0,6,Rear Wheel Drive,52,8.1,Petrol,326,450,Automatic,250,4 Seater,5.0,4.432,1.984,1.418,2.690,390,BMW 2 Series Coupe 2021 M235i,"233,000",QAR
2.5,4,Rear Wheel Drive,64,8.5,Petrol,350,420,Automatic,285,2 Seater,4.4,4.379,1.801,1.295,2.475,150,Porsche 718 2021 Cayman S ,"256,100",QAR
4.0,6,Rear Wheel Drive,64,10.8,Petrol,400,420,Manual,293,2 Seater,4.5,4.405,1.801,1.276,2.475,150,Porsche 718 2021 Cayman GTS 4.0,"305,900",QAR
4.0,6,All Wheel Drive,64,10.9,Petrol,420,420,Manual,304,2 Seater,4.4,4.456,1.801,1.269,2.484,150,Porsche 718 2021 GT4 ,"356,600",QAR
4.0,6,Rear Wheel Drive,64,10.9,Petrol,420,420,Manual,300,2 Seater,4.4,4.430,1.801,1.258,2.484,150,Porsche 718 2021 Spider ,"350,800",QAR
3.4,6,Rear Wheel Drive,64,9.0,Petrol,325,370,Manual,283,2 Seater,5.0,4.380,1.801,1.294,2.475,425,Porsche Cayman 2021 S,"235,100",QAR
5.3,N/A,Rear Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,8 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L Premium 2WD, TBD ,Null
2.0,4,Rear Wheel Drive,66,6.4,Petrol,211,350,Automatic,245,4 Seater,7.5,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 250,"237,000",QAR
3.0,6,Rear Wheel Drive,52,7.5,Petrol,326,450,Automatic,250,5 Seater,4.9,4.324,1.984,1.421,2.690,360,BMW 1 Series 2021 m135i,"239,000",QAR
5.6,8,Rear Wheel Drive,80,11.5,Petrol,402,550,Automatic,250,5 Seater,4.9,4.945,1.845,1.500,2.900,500,Infiniti Q70 2021 5.6L Luxury,"240,000",QAR
3.5,6,All Wheel Drive,106,14.6,Petrol,365,570,Automatic,165,8 Seater,9.8,5.293,2.332,1.989,3.023,1540,Lincoln Navigator 2021 3.5L Reserve STD,"240,000",QAR
2.0,N/A,All Wheel Drive,56,7.4,Petrol,381,475,Automatic,250,5 Seater,4.4,4.424,1.804,1.494,2.699,421,Mercedes-Benz GLA 2021 AMG 45 4MATIC,"240,000",QAR
4.0,6,All Wheel Drive,140,11.8,Petrol,275,395,Automatic,200,8 Seater,11.5,5.165,1.995,1.940,3.075,550,Nissan Patrol 2021 4.0L SE Platinum City ,"275,000",QAR
3.0,6,All Wheel Drive,89,10.9,Petrol,340,450,Automatic,215,7 Seater,7.1,4.970,2.073,1.846,2.923,258,Land Rover Discovery 2021 3.0L V6 SE (340 HP),"257,900",QAR
3.0,6,All Wheel Drive,89,10.9,Petrol,340,450,Automatic,215,7 Seater,7.1,4.970,2.073,1.846,2.923,258,Land Rover Discovery 2021 3.0L V6 SE (340 HP),"257,900",QAR
2.0,4,All Wheel Drive,89,9.0,Petrol,300,400,Automatic,201,7 Seater,7.9,4.970,2.073,1.846,2.923,258,Land Rover Discovery 2021 2.0T SE (300 HP),"235,200",QAR
3.0,6,Rear Wheel Drive,60,7.9,Petrol,306,400,Automatic,250,5 Seater,5.5,4.624,2.030,1.429,2.810,368,BMW 3 Series 2021 335i,"242,000",QAR
2.8,6,All Wheel Drive,65,8.0,Petrol,220,280,Automatic,235,5 Seater,8.1,4.969,1.911,1.420,2.914,535,Audi A7 2021 35 FSI quattro (220 HP),"242,000",QAR
4.6,N/A,All Wheel Drive,87,13.5,Petrol,292,438,Automatic,200,7 Seater,7.5,4.880,1.885,1.845,2.790,1833,Lexus GX 2021 460 Sport,"290,000",QAR
2.0,4,All Wheel Drive,56,7.3,Petrol,421,500,Automatic,250,5 Seater,4.0,4.640,1.777,1.432,2.699,470,Mercedes-Benz CLA-Class 2021 CLA 45 S AMG 4MATIC+,"242,000",QAR
3.5,6,Rear Wheel Drive,66,10.7,Petrol,314,377,Automatic,230,4 Seater,6.1,4.695,1.840,1.395,2.730,295,Lexus RC 2021 350 F Sport ,"242,000",QAR
3.0,6,Rear Wheel Drive,70,7.8,Petrol,367,520,Automatic,250,2 Seater,4.7,4.133,1.810,1.301,2.430,335,Mercedes-Benz SLC 2021 43 AMG,"244,000",QAR
3.0,6,All Wheel Drive,61,7.9,Petrol,354,500,Automatic,250,4 Seater,4.9,4.626,1.854,1.383,2.751,320,Audi A5 Cabriolet 2021 S5 50 TFSI (354 HP),"245,000",QAR
5.3,N/A,All Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L Premium 4WD, TBD ,Null
5.3,N/A,All Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L RS 4WD , TBD ,Null
2.5,4,Rear Wheel Drive,64,8.5,Petrol,350,420,Automatic,285,2 Seater,4.4,4.379,1.801,1.280,2.475,150,Porsche 718 2021 Boxster S ,"267,700",QAR
2.0,4,All Wheel Drive,71,7.7,Petrol,254,350,Automatic,240,5 Seater,7.3,4.950,2.140,1.775,2.985,1868,Volvo XC90 2021 2.0T T5 AWD Momentum,"239,900",QAR
2.0,4,All Wheel Drive,85,8.0,Petrol,252,370,Automatic,210,5 Seater,7.1,5.052,2.212,1.741,2.994,890,Audi Q7 2021 40 TFSI CS quattro (252 HP),"247,000",QAR
2.0,4,All Wheel Drive,66,5.4,Petrol,245,370,Automatic,236,5 Seater,6.5,4.732,1.890,1.602,2.873,500,Mercedes-Benz GLC Coupe 2021 300 4MATIC,"247,000",QAR
2.0,4,All Wheel Drive,66,5.4,Petrol,245,370,Automatic,236,5 Seater,6.5,4.732,1.890,1.602,2.873,500,Mercedes-Benz GLC Coupe 2021 300 4MATIC,"247,000",QAR
2.0,4,Rear Wheel Drive,68,5.9,Petrol,252,350,Automatic,250,5 Seater,6.2,4.936,1.868,1.466,2.975,530,BMW 5 Series 2021 530i,"249,000",QAR
2.0,N/A,Rear Wheel Drive,66,6.9,Petrol,245,370,Automatic,250,5 Seater,6.2,4.923,1.852,1.468,2.939,540,Mercedes-Benz E-Class Saloon 2021 E 300,"250,000",QAR
3.5,6,All Wheel Drive,106,14.8,Petrol,365,570,Automatic,165,8 Seater,9.9,5.672,2.332,1.989,3.327,2444,Lincoln Navigator 2021 3.5L Reserve (L),"250,000",QAR
3.0,6,Rear Wheel Drive,60,6.8,Petrol,326,450,Automatic,250,5 Seater,5.2,4.633,1.811,1.429,2.810,480,BMW 3 Series 2021 340i,"251,000",QAR
2.0,4,Front Wheel Drive,65,5.9,Petrol,252,370,Automatic,250,5 Seater,6.9,4.974,1.911,1.420,2.914,535,Audi A7 2021 40 TFSI (252 HP),"251,000",QAR
2.0,4,Rear Wheel Drive,52,6.2,Petrol,252,350,Automatic,250,4 Seater,5.9,4.432,1.984,1.413,2.690,280,BMW 2 Series Convertible 2021 230i,"251,000",QAR
5.6,8,All Wheel Drive,140,16.7,Petrol,400,560,Automatic,200,8 Seater,7.3,5.165,1.995,1.940,3.075,668,Nissan Patrol 2021 5.6L LE Titanium,"309,000",QAR
5.6,8,All Wheel Drive,140,16.7,Petrol,400,560,Automatic,200,8 Seater,7.3,5.165,1.995,1.940,3.075,668,Nissan Patrol 2021 5.6L LE T2,"279,000",QAR
5.6,8,All Wheel Drive,140,16.7,Petrol,400,560,Automatic,200,8 Seater,7.3,5.165,1.995,1.940,3.075,668,Nissan Patrol 2021 5.6L LE T1,"239,000",QAR
3.5,6,Rear Wheel Drive,66,10.2,Petrol,311,377,Automatic,230,5 Seater,5.9,4.880,1.840,1.455,2.850,521,Lexus GS 2021 350 Platinum,"235,000",QAR
2.0,4,All Wheel Drive,65,7.1,Petrol,252,370,Automatic,250,5 Seater,6.7,4.974,1.911,1.420,2.914,535,Audi A7 2021 40 TFSI quattro (252 HP),"254,000",QAR
